Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
2527,20,39,16300,CulDSac,CollgCr,1Fam,1Story,5,4,1977,Gable,876,907,3,5,308
2528,20,75,9675,Corner,CollgCr,1Fam,1Story,5,6,1975,Hip,864,879,3,5,440
2529,20,60,7200,Inside,CollgCr,1Fam,1Story,5,5,1972,Gable,864,864,3,5,576
2530,20,60,7200,Inside,CollgCr,1Fam,1Story,4,8,1972,Gable,385,875,3,5,728
2531,20,NA,11354,Inside,CollgCr,1Fam,1Story,7,5,2000,Gable,1673,1673,3,7,583
2532,60,70,8749,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,979,1932,3,7,610
2533,60,65,8158,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,860,1729,3,7,542
2534,20,73,11927,Inside,CollgCr,1Fam,1Story,8,5,1994,Hip,1556,1592,3,7,484
2535,60,NA,12728,Inside,CollgCr,1Fam,2Story,8,5,2001,Gable,1531,2439,4,7,560
2536,60,NA,15295,Corner,CollgCr,1Fam,2Story,7,5,1996,Gable,860,1992,3,7,608
2537,20,73,17227,CulDSac,CollgCr,1Fam,1Story,8,5,1999,Gable,1341,1341,1,5,482
2538,60,70,8145,Inside,CollgCr,1Fam,2Story,7,5,2007,Gable,738,1476,3,7,552
2539,20,65,8769,FR2,CollgCr,1Fam,1Story,7,5,2005,Gable,1169,1190,2,5,578
2540,20,64,8334,Inside,CollgCr,1Fam,1Story,6,5,2006,Gable,1330,1330,3,6,437
2541,60,64,8333,Inside,CollgCr,1Fam,2Story,7,5,2006,Gable,738,1491,3,7,484
2542,60,64,9045,Inside,CollgCr,1Fam,2Story,5,5,2005,Gable,768,1536,3,6,400
2543,85,75,9825,Inside,Edwards,1Fam,SFoyer,5,5,1967,Gable,936,936,2,4,384
2544,20,67,8308,Inside,Edwards,1Fam,1Story,4,6,1963,Gable,1088,1088,2,4,520
2545,50,74,16287,Inside,Edwards,1Fam,1.5Fin,5,6,1925,Gable,901,1351,3,7,576
2546,20,80,8240,Inside,Edwards,1Fam,1Story,6,6,1960,Hip,1179,1179,2,5,622
2547,80,65,6285,Inside,Edwards,1Fam,SLvl,6,6,1976,Gable,960,1044,3,7,528
2548,90,NA,9555,CulDSac,Edwards,Duplex,2Story,5,6,1979,Gable,0,2233,5,11,579
2549,60,60,7023,Inside,Edwards,1Fam,2Story,5,5,2005,Gable,734,1408,3,6,489
2550,20,128,39290,Inside,Edwards,1Fam,1Story,10,5,2008,Hip,5095,5095,2,15,1154
2551,180,35,3675,Inside,Edwards,TwnhsE,SFoyer,6,5,2005,Gable,547,1072,2,5,525
2552,20,64,6400,Inside,Edwards,1Fam,1Story,5,7,1959,Gable,960,960,2,4,392
2553,90,74,6882,Corner,Edwards,Duplex,1Story,4,3,1955,Gable,0,1152,2,6,0
2554,90,52,8741,Inside,Edwards,Duplex,1Story,5,6,1946,Gable,1195,1195,4,8,0
2555,40,62,10042,Corner,Edwards,1Fam,1.5Fin,6,8,1920,Gable,660,865,2,4,216
2556,20,60,8172,Inside,Edwards,1Fam,1Story,4,5,1955,Gable,768,768,2,4,355
2557,20,60,8172,Inside,Edwards,1Fam,1Story,4,5,1955,Gable,864,864,3,5,528
2558,90,60,10890,Inside,SWISU,Duplex,2Story,5,6,1923,Hip,1296,2592,6,12,0
2559,30,54,7223,Inside,Crawfor,1Fam,1Story,5,5,1926,Hip,1290,1422,3,6,352
2560,50,51,6821,Inside,Crawfor,1Fam,1.5Fin,6,7,1921,Gable,651,1298,2,8,240
2561,70,63,4000,Inside,Crawfor,1Fam,2Story,7,8,1930,Gable,531,1098,2,5,216
2562,70,53,6720,Inside,Crawfor,1Fam,2Story,6,7,1921,Gable,585,1436,3,7,228
2563,70,53,7155,Inside,Crawfor,1Fam,2Story,6,8,1926,Gable,686,1461,3,6,225
2564,70,60,7230,Inside,Crawfor,1Fam,2.5Unf,7,7,1927,Gable,851,1718,4,8,264
2565,20,126,13108,Inside,Crawfor,1Fam,1Story,5,5,1951,Gable,0,1226,2,7,400
2566,50,110,7810,Inside,Crawfor,1Fam,1.5Fin,4,6,1930,Gable,930,1755,4,7,231
2567,190,79,6221,Inside,Crawfor,2fmCon,1.5Fin,5,5,1941,Gable,728,1355,3,5,528
2568,20,NA,25485,CulDSac,Crawfor,1Fam,1Story,6,4,1960,Gable,1560,1560,3,6,580
2569,20,NA,21579,CulDSac,Crawfor,1Fam,1Story,6,6,1968,Hip,1488,1488,3,7,552
2570,160,24,1782,Inside,Blueste,Twnhs,2Story,6,6,1980,Gable,516,1045,2,5,462
2571,20,NA,17871,Inside,Crawfor,1Fam,1Story,4,5,1995,Gable,1680,1680,4,7,628
2572,120,35,3907,Inside,Blueste,TwnhsE,1Story,8,5,1988,Gable,1004,1020,1,4,509
2573,20,NA,20693,Corner,Crawfor,1Fam,1Story,7,5,1971,Gable,1696,1696,3,7,625
2574,20,70,18044,CulDSac,Crawfor,1Fam,1Story,8,5,1986,Gable,279,2726,2,6,691
2575,50,50,7000,Corner,IDOTRR,1Fam,1.5Fin,6,7,1940,Gable,720,1215,3,6,720
2576,50,50,7288,Inside,IDOTRR,1Fam,1.5Fin,5,7,1925,Gable,936,1601,3,6,0
2577,70,50,9060,Inside,IDOTRR,1Fam,2Story,5,6,1923,Gable,859,1828,3,6,NA
2578,30,46,3672,Inside,IDOTRR,1Fam,1Story,5,7,1922,Gable,816,816,2,5,100
2579,50,64,11067,Corner,IDOTRR,1Fam,1.5Fin,2,4,1939,Gable,0,845,1,4,256
2580,190,75,8250,Inside,IDOTRR,2fmCon,2Story,5,6,1895,Gable,957,1991,4,9,0
2581,20,65,6565,Corner,IDOTRR,1Fam,1Story,4,6,1957,Gable,1073,1073,3,6,720
2582,30,60,6060,Inside,IDOTRR,1Fam,1Story,5,9,1930,Hip,837,1001,2,5,216
2583,120,59,5568,Inside,Crawfor,TwnhsE,1Story,8,5,2006,Hip,1573,1625,2,5,495
2584,85,NA,12150,CulDSac,Mitchel,1Fam,SFoyer,6,6,1979,Gable,1001,1299,2,5,486
2585,20,80,10000,Inside,Mitchel,1Fam,1Story,5,5,2002,Gable,1441,1392,3,6,650
2586,20,44,12864,CulDSac,Mitchel,1Fam,1Story,7,5,2002,Gable,1409,1409,1,4,576
2587,20,NA,9928,CulDSac,Mitchel,1Fam,1Story,7,5,1991,Gable,1454,1478,3,6,506
2588,80,NA,8750,Inside,Mitchel,1Fam,SLvl,7,6,1975,Gable,852,918,3,4,360
2589,85,82,8410,Corner,Mitchel,1Fam,SFoyer,6,6,1974,Gable,970,1026,2,5,528
2590,120,46,4054,Inside,Timber,TwnhsE,1Story,7,6,1987,Gable,1501,1501,2,5,512
2591,20,149,19958,Inside,Timber,1Fam,1Story,6,8,1958,Hip,585,2279,4,7,461
2592,20,67,8368,Inside,Timber,1Fam,1Story,7,5,2006,Gable,1689,1689,3,7,433
2593,20,68,8298,Inside,Timber,1Fam,1Story,8,5,2006,Hip,1546,1564,2,6,502
2594,20,42,10331,CulDSac,Timber,1Fam,1Story,7,7,1985,Gable,1265,1240,3,6,528
2595,20,NA,6718,Inside,Timber,1Fam,1Story,8,5,2001,Gable,1267,1312,2,5,471
2596,20,80,11305,Inside,Timber,1Fam,1Story,8,5,2002,Hip,1922,1922,2,6,692
2597,20,NA,7777,Inside,Timber,1Fam,1Story,6,5,1996,Gable,1491,1491,3,7,571
2598,60,NA,11800,Inside,Timber,1Fam,2Story,7,5,2003,Gable,1122,2486,5,10,452
2599,20,85,12633,Inside,Timber,1Fam,1Story,10,5,2006,Hip,1824,1824,3,8,932
2600,20,200,43500,Inside,Mitchel,1Fam,1Story,3,5,1953,Gable,0,2034,2,9,1041
2601,120,62,6710,FR3,Mitchel,TwnhsE,SFoyer,6,5,1996,Gable,920,936,0,3,460
2602,160,21,1504,Inside,MeadowV,Twnhs,2Story,4,4,1972,Gable,546,1092,3,5,253
2603,180,NA,1533,Inside,MeadowV,Twnhs,SLvl,4,5,1970,Gable,530,992,2,4,297
2604,160,21,1495,Inside,MeadowV,TwnhsE,2Story,4,6,1970,Gable,546,1092,3,5,0
2605,160,21,1890,Inside,MeadowV,Twnhs,2Story,4,3,1976,Gable,546,1092,3,6,286
2606,85,72,9129,Inside,Mitchel,1Fam,SFoyer,5,5,1977,Gable,923,1008,1,4,678
2607,80,NA,15957,Corner,Mitchel,1Fam,SLvl,6,6,1977,Gable,1244,1356,3,6,528
2608,20,61,33983,Inside,Mitchel,1Fam,1Story,5,6,1977,Gable,1160,1676,3,6,672
2609,60,68,8286,Corner,Mitchel,1Fam,2Story,5,7,1977,Gable,716,1432,3,6,531
2610,85,50,6723,Inside,Mitchel,1Fam,SFoyer,5,7,1971,Gable,796,796,2,5,0
2611,20,124,27697,Inside,Mitchel,1Fam,1Story,4,3,1961,Shed,1396,1608,3,6,444
2612,20,NA,11000,Corner,Mitchel,1Fam,1Story,5,6,1976,Gable,1090,1178,3,6,502
2613,20,65,11625,Inside,Mitchel,1Fam,1Story,5,7,1983,Gable,816,816,2,4,264
2614,20,62,10447,Inside,Mitchel,1Fam,1Story,5,6,1984,Gable,864,887,3,5,288
2615,20,NA,11027,Inside,NAmes,1Fam,1Story,6,5,1954,Hip,1178,1293,2,5,452
2616,20,85,10533,Inside,NAmes,1Fam,1Story,6,6,1956,Hip,1008,1024,2,5,313
2617,20,NA,11765,Corner,NAmes,1Fam,1Story,5,5,1957,Gable,1617,1797,3,7,963
2618,20,NA,39384,CulDSac,NAmes,1Fam,1Story,6,6,1957,Gable,1705,1390,1,4,550
2619,20,90,11727,Corner,NAmes,1Fam,1Story,7,6,1969,Gable,1851,1851,3,8,506
2620,60,60,8238,Inside,Gilbert,1Fam,2Story,6,5,1997,Gable,813,1525,3,6,400
2621,60,NA,13041,Inside,Gilbert,1Fam,2Story,6,5,1995,Gable,781,1671,3,7,423
2622,60,54,9783,Inside,Gilbert,1Fam,2Story,6,5,1996,Gable,821,1776,3,7,443
2623,60,50,13128,CulDSac,Gilbert,1Fam,2Story,8,5,2005,Gable,1074,2064,4,7,527
2624,60,42,13751,CulDSac,Gilbert,1Fam,2Story,7,5,2005,Gable,1700,2212,3,9,773
2625,160,68,13108,Inside,StoneBr,1Fam,2Story,8,5,1994,Gable,2062,2687,4,9,618
2626,20,NA,8076,Inside,Gilbert,1Fam,1Story,6,6,1993,Gable,1160,1169,3,6,402
2627,120,30,3701,Inside,StoneBr,TwnhsE,1Story,8,5,1987,Gable,1191,1204,2,5,461
2628,60,59,16023,CulDSac,StoneBr,1Fam,2Story,9,5,2005,Hip,1398,2798,3,11,670
2629,60,60,18062,CulDSac,StoneBr,1Fam,2Story,10,5,2006,Hip,1528,3390,5,10,758
2630,60,63,12292,CulDSac,StoneBr,1Fam,2Story,9,5,2006,Hip,1094,2473,4,11,675
2631,60,82,16052,CulDSac,StoneBr,1Fam,2Story,10,5,2006,Hip,1850,2698,4,11,736
2632,60,92,15922,Corner,StoneBr,1Fam,2Story,9,5,2005,Hip,1390,2795,4,10,660
2633,120,60,8147,Inside,StoneBr,TwnhsE,1Story,9,5,2005,Hip,1714,1714,2,7,517
2634,20,90,18261,Inside,StoneBr,1Fam,1Story,9,5,2005,Hip,1910,2000,3,8,722
2635,85,NA,10464,FR3,NWAmes,1Fam,SFoyer,6,6,1980,Gable,988,1102,2,5,582
2636,60,81,10530,Inside,NWAmes,1Fam,2Story,7,5,1978,Gable,945,1857,4,8,482
2637,85,NA,9927,Inside,NWAmes,1Fam,SFoyer,7,5,1976,Gable,1047,1083,2,5,596
2638,60,75,9512,Inside,Somerst,1Fam,2Story,7,5,2005,Gable,960,2318,3,8,541
2639,80,81,10530,Inside,NWAmes,1Fam,SLvl,6,6,1975,Gable,675,1875,3,8,485
2640,20,80,10000,Inside,NWAmes,1Fam,1Story,6,6,1974,Gable,1103,1103,3,6,462
2641,20,60,7200,Inside,NAmes,1Fam,1Story,4,4,1971,Gable,864,874,3,5,576
2642,120,26,8773,FR2,NAmes,TwnhsE,1Story,6,5,2002,Gable,1487,1419,2,4,543
2643,160,24,2760,Inside,BrDale,TwnhsE,2Story,6,5,1973,Gable,525,1092,3,6,440
2644,160,24,2160,Inside,BrDale,TwnhsE,2Story,5,6,1973,Gable,765,1365,3,7,440
2645,160,21,1890,Inside,BrDale,Twnhs,2Story,6,7,1972,Gable,494,1030,3,6,264
2646,160,21,1680,Inside,BrDale,Twnhs,2Story,6,5,1972,Gable,483,948,2,5,264
2647,160,21,1680,Inside,BrDale,Twnhs,2Story,6,5,1972,Gable,525,1092,3,6,264
2648,120,53,4043,Inside,NPkVill,TwnhsE,1Story,6,5,1975,Gable,1069,1069,2,4,440
2649,20,65,7514,Inside,NAmes,1Fam,1Story,5,7,1967,Hip,943,1387,3,6,300
2650,120,24,2280,FR2,NPkVill,Twnhs,1Story,7,7,1976,Gable,1055,1055,2,4,319
2651,160,24,2179,Inside,NPkVill,Twnhs,2Story,6,5,1976,Gable,855,1456,3,6,460
2652,60,72,16387,Inside,NridgHt,1Fam,2Story,9,5,2006,Hip,1738,2589,4,11,831
2653,20,110,16163,Corner,NridgHt,1Fam,1Story,8,5,2004,Gable,1618,1618,2,6,880
2654,20,108,12228,Corner,NridgHt,1Fam,1Story,7,5,2006,Hip,1721,1740,4,8,874
2655,20,120,14780,Corner,NridgHt,1Fam,1Story,9,5,2005,Hip,1868,1868,2,7,1085
2656,60,120,13975,Corner,NridgHt,1Fam,2Story,9,5,2005,Hip,1090,2206,4,10,670
2657,60,82,9942,Inside,NridgHt,1Fam,2Story,9,5,2005,Gable,1606,2091,3,8,521
2658,60,103,12867,Corner,NridgHt,1Fam,2Story,8,5,2005,Gable,1209,2253,3,8,575
2659,60,82,10672,Inside,NridgHt,1Fam,2Story,8,5,2006,Gable,1054,2389,4,10,672
2660,60,82,11643,Inside,NridgHt,1Fam,2Story,8,5,2005,Hip,1524,2358,4,10,784
2661,20,121,13758,Inside,NridgHt,1Fam,1Story,9,5,2005,Gable,1792,1792,2,6,925
2662,20,131,14828,Corner,NridgHt,1Fam,1Story,9,5,2004,Hip,1780,1780,2,7,816
2663,60,NA,13215,Corner,NridgHt,1Fam,2Story,8,5,2004,Gable,1420,1914,3,9,746
2664,120,48,5911,Inside,NridgHt,TwnhsE,1Story,9,5,2005,Hip,1560,1565,2,6,556
2665,20,61,7740,Inside,NridgHt,TwnhsE,1Story,9,5,2006,Hip,1686,1686,1,6,899
2666,120,48,6373,Inside,NridgHt,TwnhsE,1Story,9,5,2006,Hip,1666,1666,2,6,575
2667,60,65,10237,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,728,1456,3,8,390
2668,60,65,10237,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,738,1492,3,8,440
2669,20,102,11660,Inside,Gilbert,1Fam,1Story,6,5,2006,Gable,1326,1326,3,6,427
2670,60,96,11631,Corner,Gilbert,1Fam,2Story,8,5,2004,Gable,1052,2373,4,9,632
2671,60,75,9073,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,738,1492,3,8,440
2672,120,43,3087,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,1220,1364,2,6,437
2673,120,NA,2938,Inside,Blmngtn,TwnhsE,1Story,7,5,2002,Gable,1368,1511,2,5,398
2674,120,NA,3072,Inside,Blmngtn,TwnhsE,1Story,7,5,2004,Hip,1365,1548,2,7,388
2675,120,43,3010,Inside,Blmngtn,TwnhsE,1Story,7,5,2005,Gable,1142,1142,2,6,440
2676,60,59,9171,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,848,1598,3,7,433
2677,60,NA,8658,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,982,1889,3,9,431
2678,60,NA,12104,FR3,Gilbert,1Fam,2Story,7,5,2006,Gable,1035,2322,4,8,617
2679,60,84,9660,Inside,NoRidge,1Fam,2Story,8,5,1998,Gable,1044,1976,3,7,885
2680,60,83,9545,Corner,NoRidge,1Fam,2Story,8,5,2000,Gable,1160,2234,3,7,768
2681,60,NA,9233,Inside,NoRidge,1Fam,2Story,9,5,2000,Gable,1540,2855,4,9,774
2682,60,83,10019,Inside,NoRidge,1Fam,2Story,8,5,1995,Hip,1342,2726,4,9,725
2683,60,114,17242,Inside,NoRidge,1Fam,2Story,9,5,1993,Hip,1733,3500,4,11,959
2684,60,NA,10236,Inside,NoRidge,1Fam,2Story,8,5,1994,Gable,1290,2494,4,9,803
2685,60,NA,12585,Inside,NoRidge,1Fam,2Story,8,5,1993,Gable,1286,2799,3,8,704
2686,60,75,12447,Inside,Somerst,1Fam,2Story,8,5,2005,Gable,1100,1964,3,8,760
2687,20,49,15218,CulDSac,Somerst,1Fam,1Story,8,5,2006,Gable,1670,1670,2,6,928
2688,20,85,10936,Corner,Somerst,1Fam,1Story,8,5,2006,Gable,1504,1504,3,7,510
2689,20,72,8640,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,1278,1278,2,5,584
2690,60,100,13162,Corner,Somerst,1Fam,2Story,9,5,2006,Gable,2036,2640,3,11,792
2691,60,65,8125,Inside,Somerst,1Fam,2Story,6,5,2005,Gable,858,1716,3,7,615
2692,20,74,7733,Inside,SawyerW,1Fam,1Story,6,5,2005,Gable,1142,1142,3,5,0
2693,20,91,11024,Corner,SawyerW,1Fam,1Story,7,5,2005,Gable,1400,1400,3,6,612
2694,20,63,13072,Inside,SawyerW,1Fam,1Story,6,5,2005,Gable,1131,1131,3,6,0
2695,60,65,7800,Inside,SawyerW,1Fam,2Story,7,5,2005,Gable,891,1686,3,8,462
2696,60,74,7632,Inside,SawyerW,1Fam,2Story,7,5,2005,Gable,784,1585,3,7,449
2697,60,70,8304,Inside,SawyerW,1Fam,2Story,6,5,1997,Gable,941,1837,3,7,688
2698,60,70,9370,Inside,SawyerW,1Fam,2Story,6,5,1992,Gable,836,1731,3,7,462
2699,120,50,7175,Inside,SawyerW,TwnhsE,1Story,6,5,1990,Gable,1398,1398,2,5,542
2700,120,50,7175,Inside,SawyerW,TwnhsE,1Story,6,5,1991,Gable,1217,1217,2,5,484
2701,60,NA,9019,Inside,SawyerW,1Fam,2Story,6,5,1994,Gable,636,1320,3,6,472
2702,20,70,9100,Inside,Sawyer,1Fam,1Story,5,4,1962,Hip,988,988,3,6,624
2703,90,68,8927,Inside,Sawyer,Duplex,1.5Fin,6,6,1977,Gable,0,1654,4,10,528
2704,20,NA,9240,Inside,Sawyer,1Fam,1Story,5,6,1962,Hip,864,1211,2,6,576
2705,20,NA,9308,CulDSac,Sawyer,1Fam,1Story,5,5,1965,Gable,984,984,3,5,310
2706,20,65,8450,Inside,Sawyer,1Fam,1Story,5,6,1968,Gable,882,909,3,5,294
2707,20,NA,8638,Inside,Sawyer,1Fam,1Story,5,6,1963,Gable,925,925,2,5,484
2708,20,NA,13052,CulDSac,Sawyer,1Fam,1Story,5,6,1965,Gable,1024,1024,3,5,308
2709,20,NA,8020,Inside,Sawyer,1Fam,1Story,5,6,1964,Gable,912,912,3,6,0
2710,20,NA,8789,Inside,Sawyer,1Fam,1Story,5,6,1967,Gable,912,941,3,6,288
2711,80,100,14330,Corner,Veenker,1Fam,SLvl,7,4,1974,Gable,1748,2646,3,9,550
2712,60,105,11025,Inside,NoRidge,1Fam,2Story,8,5,1992,Gable,1334,2826,3,9,888
2713,120,34,3628,Inside,Somerst,TwnhsE,1Story,7,5,2004,Gable,1143,1143,1,5,588
2714,160,24,2544,Inside,Somerst,Twnhs,2Story,7,5,2005,Gable,600,1223,2,4,480
2715,160,NA,2998,Inside,Somerst,TwnhsE,2Story,6,5,2000,Gable,756,1524,2,4,440
2716,160,NA,4447,FR2,Somerst,TwnhsE,2Story,7,5,2003,Gable,530,1080,2,4,496
2717,60,114,8314,Corner,Somerst,1Fam,2Story,7,5,1997,Hip,569,1694,3,6,434
2718,20,60,7180,Inside,Somerst,1Fam,1Story,8,5,2001,Gable,1568,1568,3,6,564
2719,190,79,13110,Corner,NWAmes,2fmCon,1Story,5,6,1972,Gable,1153,1193,2,6,501
2720,20,78,10140,Inside,NWAmes,1Fam,1Story,7,6,1967,Hip,1334,1334,3,7,477
2721,20,80,9600,Corner,NAmes,1Fam,1Story,5,5,1968,Gable,1051,1051,3,6,504
2722,60,72,8640,Inside,NAmes,1Fam,2Story,5,5,1968,Gable,900,1770,4,7,530
2723,20,78,9360,Inside,NAmes,1Fam,1Story,6,7,1968,Hip,976,976,2,4,504
2724,85,70,8400,Inside,NAmes,1Fam,SFoyer,5,6,1968,Gable,833,898,3,6,326
2725,20,NA,9759,Inside,NAmes,1Fam,1Story,5,5,1966,Gable,1051,1051,3,6,264
2726,80,80,9600,Inside,NAmes,1Fam,SLvl,5,7,1967,Gable,1141,1141,3,6,568
2727,190,80,8800,Inside,NAmes,2fmCon,1Story,6,7,1965,Hip,1187,1565,3,7,299
2728,20,NA,10368,CulDSac,NAmes,1Fam,1Story,6,6,1964,Hip,1008,1488,3,7,430
2729,60,85,9350,Inside,NAmes,1Fam,2Story,5,6,1964,Gable,720,1440,4,7,480
2730,20,80,10800,Inside,NAmes,1Fam,1Story,5,7,1960,Hip,1248,1248,3,6,286
2731,30,60,8550,Inside,NAmes,1Fam,1Story,6,8,1934,Gable,816,816,2,4,240
2732,20,68,9724,Inside,NAmes,1Fam,1Story,5,7,1947,Hip,938,1043,2,5,273
2733,20,80,9600,Inside,NAmes,1Fam,1Story,5,6,1961,Gable,1251,1433,3,7,441
2734,20,89,10858,Corner,NAmes,1Fam,1Story,5,6,1952,Gable,1444,1624,2,6,240
2735,20,80,9600,Inside,NAmes,1Fam,1Story,5,5,1951,Gable,1056,1216,3,7,280
2736,60,79,9462,Inside,NAmes,1Fam,2Story,5,6,1949,Gable,704,1728,3,7,234
2737,20,82,9888,Inside,NAmes,1Fam,1Story,5,6,1954,Gable,936,936,2,5,240
2738,90,NA,8917,Inside,NAmes,Duplex,1Story,5,5,1967,Gable,1584,1584,4,8,506
2739,80,NA,12700,Inside,NAmes,1Fam,SLvl,6,5,1964,Gable,1246,1246,3,6,441
2740,20,109,9723,Corner,NAmes,1Fam,1Story,6,7,1963,Hip,1008,1008,2,5,430
2741,20,70,8400,Corner,NAmes,1Fam,1Story,5,5,1957,Gable,1179,1364,3,6,331
2742,20,NA,9610,Corner,NAmes,1Fam,1Story,6,6,1958,Hip,1121,1336,3,7,488
2743,80,125,10000,Corner,NAmes,1Fam,SLvl,5,6,1956,Hip,1058,1370,3,6,300
2744,20,72,10152,Inside,NAmes,1Fam,1Story,6,6,1956,Gable,1124,1124,3,6,353
2745,20,70,8092,Inside,NAmes,1Fam,1Story,6,8,1954,Hip,1050,1050,3,6,286
2746,20,66,12778,Inside,NAmes,1Fam,1Story,5,6,1952,Gable,1008,1008,2,4,280
2747,20,75,10170,Corner,NAmes,1Fam,1Story,6,6,1951,Hip,216,1575,2,5,400
2748,80,55,7700,Inside,NAmes,1Fam,SLvl,5,7,1956,Gable,301,1145,3,6,684
2749,20,65,11050,Inside,NAmes,1Fam,1Story,5,5,1956,Hip,1005,1005,2,6,319
2750,20,80,13600,Inside,NAmes,1Fam,1Story,5,6,1955,Gable,1056,1056,3,6,300
2751,20,85,15428,Inside,NAmes,1Fam,1Story,5,6,1951,Hip,884,884,2,4,270
2752,30,118,21299,Inside,NAmes,1Fam,1Story,7,5,1941,Hip,929,2039,3,7,791
2753,20,70,13300,Inside,NAmes,1Fam,1Story,5,5,1956,Hip,1015,1384,2,6,896
2754,190,94,22136,Inside,OldTown,2fmCon,1.5Fin,5,5,1925,Gable,2171,2640,5,10,1008
2755,50,50,7500,Inside,NAmes,1Fam,1.5Fin,6,6,1947,Gable,784,1312,3,6,649
2756,30,60,10410,Inside,OldTown,1Fam,1Story,3,8,1930,Gable,713,713,2,5,371
2757,30,60,10914,Inside,NAmes,1Fam,1Story,3,3,1929,Hip,715,715,2,4,660
2758,50,60,7008,Corner,OldTown,1Fam,1.5Fin,4,8,1900,Gable,448,720,1,5,280
2759,70,60,7200,Inside,OldTown,1Fam,2Story,6,8,1915,Gable,663,1595,3,7,528
2760,50,60,10818,Inside,OldTown,1Fam,1.5Fin,4,4,1910,Gable,1077,1760,4,7,648
2761,80,83,10184,Inside,NAmes,1Fam,SLvl,6,5,1963,Gable,1083,1146,3,6,294
2762,20,77,9510,Inside,NAmes,1Fam,1Story,6,5,1962,Gable,1135,1207,3,6,264
2763,20,80,10800,Inside,NAmes,1Fam,1Story,6,6,1961,Gable,1313,1773,3,6,418
2764,20,86,11650,Corner,NAmes,1Fam,1Story,7,5,1959,Hip,0,1472,2,5,484
2765,60,NA,18275,Inside,NAmes,1Fam,2Story,7,8,1962,Gable,1438,2448,3,9,441
2766,50,60,12144,Inside,NAmes,1Fam,1.5Fin,4,6,1950,Gable,910,1521,3,6,597
2767,90,60,8544,Corner,NAmes,Duplex,1Story,3,4,1950,Gable,0,1040,2,6,400
2768,90,75,8512,Corner,NAmes,Duplex,1Story,5,5,1960,Hip,1556,1556,4,8,0
2769,20,70,7000,Inside,NAmes,1Fam,1Story,5,4,1961,Hip,1150,1150,3,6,288
2770,20,74,7400,Corner,NAmes,1Fam,1Story,7,6,1962,Gable,1045,1045,3,6,528
2771,20,70,7000,Inside,NAmes,1Fam,1Story,5,6,1962,Gable,864,864,3,5,336
2772,190,70,7000,Inside,NAmes,2fmCon,SFoyer,5,5,1962,Gable,1025,1025,3,6,0
2773,70,62,9856,Corner,OldTown,1Fam,2Story,5,8,1900,Hip,716,2014,5,8,624
2774,50,60,9600,Inside,OldTown,1Fam,1.5Fin,5,6,1948,Gable,1212,1668,3,6,240
2775,50,60,5520,Corner,OldTown,1Fam,1.5Fin,4,6,1920,Gable,1147,1657,4,9,162
2776,50,60,9600,Inside,OldTown,1Fam,1.5Fin,6,8,1900,Gable,780,1416,3,7,400
2777,70,58,6451,Inside,OldTown,1Fam,2Story,7,7,1900,Gable,712,1428,4,7,576
2778,70,66,3960,Inside,OldTown,1Fam,2Story,7,8,1930,Gable,502,1004,2,5,200
2779,190,56,7745,Inside,OldTown,2fmCon,1.5Fin,4,6,1900,Gable,938,1951,4,9,576
2780,30,56,7741,Inside,OldTown,1Fam,1Story,6,5,1924,Gable,1032,1032,2,5,280
2781,30,50,5633,Inside,OldTown,1Fam,1Story,5,7,1925,Gable,844,844,2,5,216
2782,20,60,7200,Inside,OldTown,1Fam,1Story,4,5,1950,Gable,576,864,2,5,528
2783,70,42,7614,Inside,OldTown,1Fam,2Story,3,5,1905,Gable,738,1376,2,7,216
2784,190,50,6000,Inside,OldTown,2fmCon,1Story,5,7,1955,Hip,960,960,3,5,576
2785,50,50,6000,Inside,OldTown,1Fam,1.5Fin,5,7,1924,Gable,816,1566,5,7,450
2786,30,52,7830,Inside,OldTown,1Fam,1Story,3,5,1921,Gable,492,492,1,3,200
2787,50,56,9576,Inside,OldTown,1Fam,1.5Fin,6,7,1945,Gable,770,1182,3,5,378
2788,30,48,5747,Inside,OldTown,1Fam,1Story,3,4,1920,Gable,798,840,2,5,250
2789,75,70,6300,Corner,OldTown,1Fam,2.5Unf,7,6,1910,Gable,1226,2104,5,9,432
2790,90,33,5976,Inside,OldTown,Duplex,2Story,5,7,1920,Hip,624,1248,2,8,0
2791,20,65,9750,Inside,OldTown,1Fam,1Story,5,5,1958,Hip,960,960,3,5,624
2792,50,63,4761,Corner,IDOTRR,1Fam,1.5Unf,3,3,1918,Gable,1020,1020,2,5,0
2793,70,69,11737,Inside,BrkSide,1Fam,2Story,6,7,1924,Gambrel,848,1827,2,9,240
